date,city,precipitation,avg_temp,temp_max,temp_min,humidity,wind_speed,weather_condition,season
2023-10-25,Delhi,0.0,25.5,29.8,22.3,73.3,15.0,Clear,Post-Monsoon
2023-10-26,Delhi,0.0,28.4,31.1,24.8,70.6,14.5,Clear,Post-Monsoon
2023-10-27,Delhi,0.0,28.3,31.2,23.4,68.4,15.7,Clear,Post-Monsoon
2023-10-28,Delhi,0.0,25.3,28.6,20.8,74.2,19.1,Clear,Post-Monsoon
2023-10-29,Delhi,0.0,29.0,32.1,26.0,68.5,9.2,Clear,Post-Monsoon
2023-10-30,Delhi,0.0,23.0,26.5,19.3,70.0,13.2,Clear,Post-Monsoon
2023-10-31,Delhi,0.0,29.4,34.3,26.5,67.4,6.5,Clear,Post-Monsoon
2023-11-01,Delhi,0.0,20.5,23.7,17.6,61.6,6.0,Clear,Post-Monsoon
2023-11-02,Delhi,0.0,29.8,32.9,26.7,71.9,15.7,Clear,Post-Monsoon
2023-11-03,Delhi,0.0,23.0,26.3,19.9,68.9,19.2,Clear,Post-Monsoon
2023-11-04,Delhi,0.0,23.6,27.5,21.6,73.2,8.7,Clear,Post-Monsoon
2023-11-05,Delhi,0.0,29.1,34.0,26.6,74.5,8.6,Clear,Post-Monsoon
2023-11-06,Delhi,0.0,24.3,26.6,22.1,70.0,13.0,Clear,Post-Monsoon
2023-11-07,Delhi,0.0,20.0,24.4,17.2,74.2,13.8,Clear,Post-Monsoon
2023-11-08,Delhi,0.0,27.3,30.4,24.8,65.4,17.4,Clear,Post-Monsoon
2023-11-09,Delhi,0.0,20.7,24.7,17.5,72.8,6.2,Clear,Post-Monsoon
2023-11-10,Delhi,0.0,27.8,32.1,23.4,70.8,10.5,Clear,Post-Monsoon
2023-11-11,Delhi,0.0,29.2,32.5,24.2,62.7,5.1,Clear,Post-Monsoon
2023-11-12,Delhi,0.0,29.0,31.7,27.0,70.2,7.3,Clear,Post-Monsoon
2023-11-13,Delhi,0.5,23.4,25.9,19.9,69.8,5.6,Clear,Post-Monsoon
2023-11-14,Delhi,2.0,29.0,32.6,24.7,60.3,5.8,Clear,Post-Monsoon
2023-11-15,Delhi,0.0,20.7,25.0,18.0,66.5,8.6,Clear,Post-Monsoon
2023-11-16,Delhi,0.0,27.6,29.7,23.1,62.3,17.4,Clear,Post-Monsoon
2023-11-17,Delhi,0.0,26.0,28.6,22.2,64.3,15.5,Clear,Post-Monsoon
2023-11-18,Delhi,0.0,22.7,26.2,19.7,65.1,12.2,Clear,Post-Monsoon
2023-11-19,Delhi,0.0,23.6,25.9,20.9,71.1,8.2,Clear,Post-Monsoon
2023-11-20,Delhi,0.0,22.7,24.7,20.0,62.4,10.3,Clear,Post-Monsoon
2023-11-21,Delhi,0.0,22.7,27.1,20.5,66.3,13.6,Clear,Post-Monsoon
2023-11-22,Delhi,0.0,21.6,23.7,17.8,74.5,17.1,Clear,Post-Monsoon
2023-11-23,Delhi,0.0,21.2,25.8,16.7,70.5,17.3,Clear,Post-Monsoon
2023-11-24,Delhi,0.0,24.3,26.5,19.6,67.5,15.8,Clear,Post-Monsoon
2023-11-25,Delhi,0.0,27.8,30.8,25.7,73.1,18.7,Clear,Post-Monsoon
2023-11-26,Delhi,0.0,27.7,32.4,23.8,66.1,19.4,Clear,Post-Monsoon
2023-11-27,Delhi,0.0,20.9,24.7,16.3,60.2,9.0,Clear,Post-Monsoon
2023-11-28,Delhi,0.0,29.7,33.2,26.2,66.7,6.6,Clear,Post-Monsoon
2023-11-29,Delhi,0.0,22.2,26.6,19.0,65.2,10.9,Clear,Post-Monsoon
2023-11-30,Delhi,0.0,29.7,32.0,26.1,63.1,5.5,Clear,Post-Monsoon
2023-12-01,Delhi,0.0,17.0,19.1,14.0,51.7,18.1,Clear,Winter
2023-12-02,Delhi,0.0,16.8,21.1,12.1,59.0,11.7,Clear,Winter
2023-12-03,Delhi,0.0,19.4,22.5,14.4,63.7,11.2,Clear,Winter
2023-12-04,Delhi,0.2,15.2,17.8,10.8,65.9,7.4,Clear,Winter
2023-12-05,Delhi,0.0,14.0,18.1,9.2,60.0,17.3,Clear,Winter
2023-12-06,Delhi,0.0,14.2,17.8,10.0,58.2,5.2,Clear,Winter
2023-12-07,Delhi,0.0,15.5,18.3,10.7,69.0,18.9,Clear,Winter
2023-12-08,Delhi,0.0,20.0,22.2,15.3,63.1,18.3,Clear,Winter
2023-12-09,Delhi,0.0,19.5,23.1,17.2,59.7,19.8,Clear,Winter
2023-12-10,Delhi,0.0,12.0,16.2,7.2,64.4,13.3,Clear,Winter
2023-12-11,Delhi,0.0,17.1,21.8,12.1,56.1,11.2,Clear,Winter
2023-12-12,Delhi,0.0,15.8,18.4,10.8,66.9,17.4,Clear,Winter
2023-12-13,Delhi,0.0,10.1,13.8,8.1,50.2,17.1,Clear,Winter
2023-12-14,Delhi,0.0,14.1,18.6,9.3,60.1,18.7,Clear,Winter
2023-12-15,Delhi,0.1,10.3,14.3,5.5,62.6,14.1,Clear,Winter
2023-12-16,Delhi,0.0,16.6,20.0,12.1,57.2,16.1,Clear,Winter
2023-12-17,Delhi,0.0,11.2,13.7,8.7,62.4,14.5,Clear,Winter
2023-12-18,Delhi,0.0,18.6,21.3,16.5,68.4,10.3,Clear,Winter
2023-12-19,Delhi,0.0,17.7,22.1,13.5,56.2,12.1,Clear,Winter
2023-12-20,Delhi,0.0,19.9,22.1,16.3,59.6,12.3,Clear,Winter
2023-12-21,Delhi,0.0,18.9,21.7,14.5,58.1,15.0,Clear,Winter
2023-12-22,Delhi,0.0,12.4,15.2,7.6,67.2,15.8,Clear,Winter
2023-12-23,Delhi,0.0,14.7,17.5,10.1,52.7,12.1,Clear,Winter
2023-12-24,Delhi,0.0,17.1,19.3,13.7,66.4,12.4,Clear,Winter
2023-12-25,Delhi,0.0,17.6,20.1,13.9,64.4,10.3,Clear,Winter
2023-12-26,Delhi,0.0,14.8,17.8,9.9,55.5,17.4,Clear,Winter
2023-12-27,Delhi,0.0,13.8,16.7,11.1,59.9,8.0,Clear,Winter
2023-12-28,Delhi,0.0,11.0,13.9,6.7,65.0,7.5,Clear,Winter
2023-12-29,Delhi,0.0,15.3,19.4,12.7,58.2,14.9,Clear,Winter
2023-12-30,Delhi,0.0,17.1,20.6,14.7,67.9,7.3,Clear,Winter
2023-12-31,Delhi,0.0,18.6,21.3,16.3,65.2,5.9,Clear,Winter
2024-01-01,Delhi,0.0,14.8,18.3,12.5,52.2,10.1,Clear,Winter
2024-01-02,Delhi,0.0,17.1,20.6,14.0,53.3,19.4,Clear,Winter
2024-01-03,Delhi,0.0,20.0,22.9,15.4,58.6,16.3,Clear,Winter
2024-01-04,Delhi,0.0,10.2,14.0,6.9,68.9,9.9,Clear,Winter
2024-01-05,Delhi,0.0,15.8,19.2,11.0,51.5,8.6,Clear,Winter
2024-01-06,Delhi,0.0,16.5,19.8,12.2,59.0,17.4,Clear,Winter
2024-01-07,Delhi,0.0,15.2,19.3,13.0,65.9,13.4,Clear,Winter
2024-01-08,Delhi,0.0,18.2,22.8,15.2,56.0,16.4,Clear,Winter
2024-01-09,Delhi,0.0,13.1,17.5,10.7,65.4,6.2,Clear,Winter
2024-01-10,Delhi,0.0,12.8,15.2,8.4,55.0,10.3,Clear,Winter
2024-01-11,Delhi,0.0,13.9,17.2,10.6,53.8,13.2,Clear,Winter
2024-01-12,Delhi,0.0,11.5,14.6,7.4,68.8,12.9,Clear,Winter
2024-01-13,Delhi,0.0,11.2,14.9,6.9,64.8,15.8,Clear,Winter
2024-01-14,Delhi,0.0,19.3,23.1,16.7,52.9,9.6,Clear,Winter
2024-01-15,Delhi,0.0,18.2,20.3,14.3,57.6,14.5,Clear,Winter
2024-01-16,Delhi,0.0,10.2,13.4,5.4,50.5,16.6,Clear,Winter
2024-01-17,Delhi,0.0,10.3,13.9,7.6,66.0,9.6,Clear,Winter
2024-01-18,Delhi,0.0,14.0,18.0,9.6,50.9,18.0,Clear,Winter
2024-01-19,Delhi,0.0,18.5,21.1,15.3,61.2,16.1,Clear,Winter
2024-01-20,Delhi,0.0,18.8,21.3,16.7,57.5,6.0,Clear,Winter
2024-01-21,Delhi,0.0,16.3,19.7,14.1,56.4,9.9,Clear,Winter
2024-01-22,Delhi,0.0,12.1,15.8,8.2,52.9,18.2,Clear,Winter
2024-01-23,Delhi,0.0,13.5,17.6,11.4,66.8,11.1,Clear,Winter
2024-01-24,Delhi,0.1,14.8,19.0,11.1,50.5,17.5,Clear,Winter
2024-01-25,Delhi,0.2,18.0,21.0,14.6,53.8,17.6,Clear,Winter
2024-01-26,Delhi,0.0,14.0,18.0,10.8,54.5,15.4,Clear,Winter
2024-01-27,Delhi,0.0,12.0,16.9,8.9,62.0,9.4,Clear,Winter
2024-01-28,Delhi,0.2,19.9,24.2,17.4,57.4,13.2,Clear,Winter
2024-01-29,Delhi,0.0,12.7,14.8,8.0,69.7,11.0,Clear,Winter
2024-01-30,Delhi,0.0,11.0,13.2,8.9,54.5,19.1,Clear,Winter
2024-01-31,Delhi,0.0,15.0,19.3,11.5,61.2,11.6,Clear,Winter
2024-02-01,Delhi,0.0,17.3,22.3,13.5,63.5,17.0,Clear,Winter
2024-02-02,Delhi,0.0,10.8,13.2,7.5,57.7,7.2,Clear,Winter
2024-02-03,Delhi,0.0,19.7,24.5,16.1,60.7,11.4,Clear,Winter
2024-02-04,Delhi,0.0,14.4,18.9,10.1,65.7,7.6,Clear,Winter
2024-02-05,Delhi,0.0,13.8,18.4,10.6,61.7,12.6,Clear,Winter
2024-02-06,Delhi,0.0,16.2,20.0,11.8,63.3,14.3,Clear,Winter
2024-02-07,Delhi,0.0,18.5,22.2,13.7,59.1,9.7,Clear,Winter
2024-02-08,Delhi,0.0,13.3,15.4,10.5,56.3,9.1,Clear,Winter
2024-02-09,Delhi,0.0,17.6,19.6,14.4,55.0,17.4,Clear,Winter
2024-02-10,Delhi,0.0,16.5,21.4,12.8,66.0,16.1,Clear,Winter
2024-02-11,Delhi,0.0,10.2,14.0,6.0,60.5,6.6,Clear,Winter
2024-02-12,Delhi,0.0,19.3,23.8,15.9,52.3,6.4,Clear,Winter
2024-02-13,Delhi,0.0,11.1,13.5,8.9,59.0,9.0,Clear,Winter
2024-02-14,Delhi,0.0,13.2,16.9,9.4,67.8,9.5,Clear,Winter
2024-02-15,Delhi,0.0,14.9,19.4,11.8,52.7,14.6,Clear,Winter
2024-02-16,Delhi,0.0,13.0,17.4,10.9,56.8,13.8,Clear,Winter
2024-02-17,Delhi,0.0,19.8,24.6,17.2,66.1,13.9,Clear,Winter
2024-02-18,Delhi,0.0,19.2,23.9,14.9,59.3,12.2,Clear,Winter
2024-02-19,Delhi,0.0,11.4,16.2,6.6,65.2,17.5,Clear,Winter
2024-02-20,Delhi,0.0,11.9,16.6,8.5,60.2,11.0,Clear,Winter
2024-02-21,Delhi,0.0,19.8,24.3,17.8,69.5,5.4,Clear,Winter
2024-02-22,Delhi,0.0,18.7,23.0,15.8,58.7,18.1,Clear,Winter
2024-02-23,Delhi,0.0,13.0,15.8,9.6,66.1,5.4,Clear,Winter
2024-02-24,Delhi,0.0,18.4,22.9,14.7,69.3,8.4,Clear,Winter
2024-02-25,Delhi,0.0,17.0,20.6,14.2,55.7,7.4,Clear,Winter
2024-02-26,Delhi,0.0,18.0,22.7,15.7,54.1,5.1,Clear,Winter
2024-02-27,Delhi,0.0,13.3,16.5,9.8,68.2,18.3,Clear,Winter
2024-02-28,Delhi,0.0,10.3,13.9,8.3,52.2,6.5,Clear,Winter
2024-02-29,Delhi,0.0,15.6,17.8,10.8,54.8,16.9,Clear,Winter
2024-03-01,Delhi,0.0,35.3,39.5,32.5,47.9,7.6,Clear,Summer
2024-03-02,Delhi,0.0,37.3,40.3,35.0,42.4,9.8,Clear,Summer
2024-03-03,Delhi,0.1,37.3,41.1,32.8,46.0,15.9,Clear,Summer
2024-03-04,Delhi,0.0,44.2,47.8,41.0,33.9,7.7,Extreme Heat,Summer
2024-03-05,Delhi,0.0,41.7,44.4,37.8,34.5,12.7,Extreme Heat,Summer
2024-03-06,Delhi,0.0,41.0,43.6,36.1,37.9,15.7,Extreme Heat,Summer
2024-03-07,Delhi,0.0,37.3,39.8,32.8,46.1,13.6,Clear,Summer
2024-03-08,Delhi,0.0,44.7,47.5,42.3,35.8,17.3,Extreme Heat,Summer
2024-03-09,Delhi,0.0,36.4,38.7,32.7,35.1,16.0,Clear,Summer
2024-03-10,Delhi,0.0,35.3,37.4,31.0,46.9,10.3,Clear,Summer
2024-03-11,Delhi,0.0,43.7,45.8,40.9,40.0,18.6,Extreme Heat,Summer
2024-03-12,Delhi,0.0,41.1,44.5,37.6,36.2,10.3,Extreme Heat,Summer
2024-03-13,Delhi,0.0,38.0,42.8,33.8,48.2,14.8,Clear,Summer
2024-03-14,Delhi,0.0,43.7,48.2,41.0,45.9,18.8,Extreme Heat,Summer
2024-03-15,Delhi,0.0,36.7,40.6,33.4,35.0,9.0,Clear,Summer
2024-03-16,Delhi,0.0,41.0,43.6,38.5,31.2,14.5,Extreme Heat,Summer
2024-03-17,Delhi,0.0,39.6,43.7,35.4,42.6,16.6,Clear,Summer
2024-03-18,Delhi,0.0,38.0,42.7,35.4,30.8,11.4,Clear,Summer
2024-03-19,Delhi,0.0,35.5,39.6,31.4,34.4,6.1,Clear,Summer
2024-03-20,Delhi,0.0,36.5,39.4,32.2,30.3,13.3,Clear,Summer
2024-03-21,Delhi,0.0,43.6,47.6,39.1,35.0,14.1,Extreme Heat,Summer
2024-03-22,Delhi,0.0,44.1,46.7,41.0,40.0,5.9,Extreme Heat,Summer
2024-03-23,Delhi,0.0,39.0,41.5,35.4,30.4,11.2,Clear,Summer
2024-03-24,Delhi,0.0,43.2,47.9,38.8,34.9,5.7,Extreme Heat,Summer
2024-03-25,Delhi,0.0,44.5,46.6,42.1,36.9,15.3,Extreme Heat,Summer
2024-03-26,Delhi,0.0,42.1,46.9,38.5,39.0,8.1,Extreme Heat,Summer
2024-03-27,Delhi,0.0,39.0,42.9,36.3,33.0,15.1,Clear,Summer
2024-03-28,Delhi,0.0,37.6,41.3,33.1,37.0,6.3,Clear,Summer
2024-03-29,Delhi,0.0,40.2,44.4,37.0,43.4,9.9,Extreme Heat,Summer
2024-03-30,Delhi,0.0,44.5,48.0,42.3,45.6,12.1,Extreme Heat,Summer
2024-03-31,Delhi,0.0,41.2,45.4,38.7,30.8,13.2,Extreme Heat,Summer
2024-04-01,Delhi,0.0,40.8,44.3,36.5,49.9,12.6,Extreme Heat,Summer
2024-04-02,Delhi,0.0,41.3,45.3,38.6,49.5,18.3,Extreme Heat,Summer
2024-04-03,Delhi,0.0,42.7,47.4,39.9,34.3,15.4,Extreme Heat,Summer
2024-04-04,Delhi,0.0,44.5,48.5,41.8,30.5,11.7,Extreme Heat,Summer
2024-04-05,Delhi,0.0,44.7,48.8,40.1,35.4,5.7,Extreme Heat,Summer
2024-04-06,Delhi,0.0,43.2,46.4,40.0,41.4,9.5,Extreme Heat,Summer
2024-04-07,Delhi,0.0,37.4,41.1,32.5,46.6,18.0,Clear,Summer
2024-04-08,Delhi,0.0,43.6,48.4,38.9,33.6,7.3,Extreme Heat,Summer
2024-04-09,Delhi,0.0,40.7,43.4,37.4,36.0,5.6,Extreme Heat,Summer
2024-04-10,Delhi,0.0,44.0,47.4,40.1,44.3,12.6,Extreme Heat,Summer
2024-04-11,Delhi,0.0,40.5,43.0,37.1,49.0,15.8,Extreme Heat,Summer
2024-04-12,Delhi,0.0,40.3,43.8,35.7,48.9,11.0,Extreme Heat,Summer
2024-04-13,Delhi,0.0,44.7,49.2,41.7,46.5,7.4,Extreme Heat,Summer
2024-04-14,Delhi,0.0,40.1,42.8,37.0,45.4,5.9,Extreme Heat,Summer
2024-04-15,Delhi,0.0,37.9,40.0,35.8,45.1,5.3,Clear,Summer
2024-04-16,Delhi,0.0,42.0,44.5,39.2,40.8,12.1,Extreme Heat,Summer
2024-04-17,Delhi,0.0,37.5,41.6,32.7,37.3,15.3,Clear,Summer
2024-04-18,Delhi,0.0,37.8,42.2,34.7,40.4,15.8,Clear,Summer
2024-04-19,Delhi,0.0,39.3,43.8,36.2,43.3,9.4,Clear,Summer
2024-04-20,Delhi,0.0,42.2,44.5,39.4,39.9,14.6,Extreme Heat,Summer
2024-04-21,Delhi,0.0,37.0,40.7,32.5,40.4,7.1,Clear,Summer
2024-04-22,Delhi,0.0,42.0,44.0,38.6,32.0,8.1,Extreme Heat,Summer
2024-04-23,Delhi,0.0,36.4,39.2,33.5,42.6,19.1,Clear,Summer
2024-04-24,Delhi,0.0,40.9,45.3,36.3,36.6,17.1,Extreme Heat,Summer
2024-04-25,Delhi,0.0,37.3,40.4,33.0,49.6,9.7,Clear,Summer
2024-04-26,Delhi,0.0,43.1,46.4,40.2,33.5,20.0,Extreme Heat,Summer
2024-04-27,Delhi,0.0,37.3,39.7,32.6,46.1,9.8,Clear,Summer
2024-04-28,Delhi,0.0,41.0,44.5,37.7,49.1,5.4,Extreme Heat,Summer
2024-04-29,Delhi,0.0,41.2,44.4,38.5,45.2,7.5,Extreme Heat,Summer
2024-04-30,Delhi,0.0,36.3,38.4,33.8,43.6,17.0,Clear,Summer
2024-05-01,Delhi,0.0,40.8,43.0,38.4,34.0,15.8,Extreme Heat,Summer
2024-05-02,Delhi,0.0,38.5,43.2,34.1,48.2,17.3,Clear,Summer
2024-05-03,Delhi,0.0,37.1,39.8,34.4,41.9,7.8,Clear,Summer
2024-05-04,Delhi,0.0,44.3,49.1,41.1,47.4,16.7,Extreme Heat,Summer
2024-05-05,Delhi,0.0,38.6,40.9,34.7,46.9,9.8,Clear,Summer
2024-05-06,Delhi,0.0,42.8,47.7,40.3,37.1,16.0,Extreme Heat,Summer
2024-05-07,Delhi,0.0,43.0,45.7,39.7,47.1,19.8,Extreme Heat,Summer
2024-05-08,Delhi,0.0,40.3,44.6,35.5,37.8,10.4,Extreme Heat,Summer
2024-05-09,Delhi,0.0,36.3,38.4,33.5,41.4,10.2,Clear,Summer
2024-05-10,Delhi,0.0,40.3,43.2,36.7,35.6,5.1,Extreme Heat,Summer
2024-05-11,Delhi,0.0,41.9,46.0,39.4,33.9,5.7,Extreme Heat,Summer
2024-05-12,Delhi,0.5,36.4,40.4,33.2,43.7,7.7,Clear,Summer
2024-05-13,Delhi,0.0,41.2,43.4,36.7,48.2,7.6,Extreme Heat,Summer
2024-05-14,Delhi,0.0,40.7,42.8,35.7,32.9,19.9,Extreme Heat,Summer
2024-05-15,Delhi,0.0,35.1,40.0,32.1,43.6,16.4,Clear,Summer
2024-05-16,Delhi,0.0,44.3,48.1,39.5,48.1,17.2,Extreme Heat,Summer
2024-05-17,Delhi,0.0,36.3,39.6,33.3,37.1,14.8,Clear,Summer
2024-05-18,Delhi,0.0,43.3,47.3,39.7,41.1,9.9,Extreme Heat,Summer
2024-05-19,Delhi,0.0,40.8,45.5,36.9,43.9,5.6,Extreme Heat,Summer
2024-05-20,Delhi,0.0,35.7,39.8,31.5,42.2,9.0,Clear,Summer
2024-05-21,Delhi,0.0,39.4,41.6,36.0,35.8,17.6,Clear,Summer
2024-05-22,Delhi,0.0,43.5,47.1,38.9,31.3,17.5,Extreme Heat,Summer
2024-05-23,Delhi,0.0,36.0,40.8,31.1,34.0,10.2,Clear,Summer
2024-05-24,Delhi,0.0,44.6,47.2,40.6,39.8,6.0,Extreme Heat,Summer
2024-05-25,Delhi,0.0,43.5,47.6,40.7,47.1,16.1,Extreme Heat,Summer
2024-05-26,Delhi,0.0,42.1,46.3,37.1,36.9,9.3,Extreme Heat,Summer
2024-05-27,Delhi,0.0,35.9,40.5,31.3,46.0,15.0,Clear,Summer
2024-05-28,Delhi,0.0,36.0,39.4,33.1,42.1,13.9,Clear,Summer
2024-05-29,Delhi,0.0,43.7,47.8,39.1,42.2,19.6,Extreme Heat,Summer
2024-05-30,Delhi,0.0,39.2,41.8,36.5,48.5,15.7,Clear,Summer
2024-05-31,Delhi,0.0,38.0,42.7,33.9,37.6,17.8,Clear,Summer
2024-06-01,Delhi,91.78,34.6,36.6,30.0,90.5,18.5,Heavy Rain,Monsoon
2024-06-02,Delhi,19.07,33.1,36.4,30.1,82.8,14.4,Rainy,Monsoon
2024-06-03,Delhi,32.66,32.1,37.0,28.1,90.4,8.8,Rainy,Monsoon
2024-06-04,Delhi,56.82,32.2,34.9,28.4,84.4,10.1,Heavy Rain,Monsoon
2024-06-05,Delhi,53.23,32.3,37.2,27.5,89.1,8.2,Heavy Rain,Monsoon
2024-06-06,Delhi,98.11,30.3,35.1,25.6,73.7,11.5,Heavy Rain,Monsoon
2024-06-07,Delhi,94.06,31.1,34.3,28.2,78.0,11.8,Heavy Rain,Monsoon
2024-06-08,Delhi,35.0,31.0,33.1,28.6,94.2,16.2,Rainy,Monsoon
2024-06-09,Delhi,67.08,32.2,34.8,29.3,79.7,18.5,Heavy Rain,Monsoon
2024-06-10,Delhi,35.57,30.1,34.9,25.2,80.5,8.5,Rainy,Monsoon
2024-06-11,Delhi,62.49,34.7,37.1,30.2,85.5,5.9,Heavy Rain,Monsoon
2024-06-12,Delhi,14.22,35.0,37.3,30.2,83.9,12.1,Rainy,Monsoon
2024-06-13,Delhi,70.3,34.4,37.9,30.5,86.5,5.7,Heavy Rain,Monsoon
2024-06-14,Delhi,22.65,34.8,39.6,31.7,72.5,17.9,Rainy,Monsoon
2024-06-15,Delhi,16.08,31.6,34.5,27.7,80.6,19.4,Rainy,Monsoon
2024-06-16,Delhi,88.7,34.4,38.9,30.7,81.3,18.8,Heavy Rain,Monsoon
2024-06-17,Delhi,5.44,29.7,32.0,26.8,88.3,19.0,High Humidity,Monsoon
2024-06-18,Delhi,12.91,33.0,37.9,28.2,89.2,6.4,Rainy,Monsoon
2024-06-19,Delhi,88.9,31.4,34.0,26.8,84.9,19.9,Heavy Rain,Monsoon
2024-06-20,Delhi,80.11,34.4,38.2,29.9,80.3,18.6,Heavy Rain,Monsoon
2024-06-21,Delhi,16.69,34.1,39.1,31.8,74.5,18.8,Rainy,Monsoon
2024-06-22,Delhi,91.61,29.0,31.1,24.0,74.9,8.9,Heavy Rain,Monsoon
2024-06-23,Delhi,7.26,32.6,35.7,29.0,75.3,10.0,Clear,Monsoon
2024-06-24,Delhi,90.5,31.0,34.1,26.7,78.0,16.1,Heavy Rain,Monsoon
2024-06-25,Delhi,26.3,31.0,35.8,28.2,88.5,12.2,Rainy,Monsoon
2024-06-26,Delhi,86.59,29.2,31.9,24.2,93.3,16.6,Heavy Rain,Monsoon
2024-06-27,Delhi,56.68,31.3,34.0,28.8,79.1,18.3,Heavy Rain,Monsoon
2024-06-28,Delhi,92.58,30.4,33.5,27.1,80.1,7.5,Heavy Rain,Monsoon
2024-06-29,Delhi,15.05,31.8,34.2,28.8,83.4,10.9,Rainy,Monsoon
2024-06-30,Delhi,75.95,33.3,36.6,30.8,84.0,13.6,Heavy Rain,Monsoon
2024-07-01,Delhi,76.09,31.4,35.1,27.9,85.6,10.0,Heavy Rain,Monsoon
2024-07-02,Delhi,98.92,30.5,34.5,27.0,80.8,14.0,Heavy Rain,Monsoon
2024-07-03,Delhi,42.16,30.8,34.7,27.2,87.6,18.4,Rainy,Monsoon
2024-07-04,Delhi,84.65,33.7,35.8,29.2,94.6,14.9,Heavy Rain,Monsoon
2024-07-05,Delhi,9.35,34.9,37.1,31.3,90.4,14.2,High Humidity,Monsoon
2024-07-06,Delhi,73.75,29.1,33.7,24.4,81.6,5.7,Heavy Rain,Monsoon
2024-07-07,Delhi,94.21,28.9,33.7,25.6,82.7,12.4,Heavy Rain,Monsoon
2024-07-08,Delhi,36.94,34.3,37.0,32.1,81.1,5.7,Rainy,Monsoon
2024-07-09,Delhi,52.15,31.3,35.0,28.2,91.5,18.3,Heavy Rain,Monsoon
2024-07-10,Delhi,89.36,34.5,38.3,30.2,75.4,17.7,Heavy Rain,Monsoon
2024-07-11,Delhi,12.15,32.6,35.7,27.7,94.8,8.6,Rainy,Monsoon
2024-07-12,Delhi,32.66,34.3,36.8,31.0,76.5,17.7,Rainy,Monsoon
2024-07-13,Delhi,33.83,33.4,37.4,28.9,87.7,19.2,Rainy,Monsoon
2024-07-14,Delhi,35.44,29.0,32.3,26.3,77.8,16.3,Rainy,Monsoon
2024-07-15,Delhi,74.61,30.8,34.5,28.2,92.0,6.7,Heavy Rain,Monsoon
2024-07-16,Delhi,45.09,34.6,38.3,30.8,89.7,16.4,Rainy,Monsoon
2024-07-17,Delhi,21.55,33.9,38.6,31.3,81.1,14.5,Rainy,Monsoon
2024-07-18,Delhi,7.77,31.5,35.7,27.4,78.9,19.1,Clear,Monsoon
2024-07-19,Delhi,42.94,30.3,32.4,28.2,72.3,5.2,Rainy,Monsoon
2024-07-20,Delhi,78.18,31.4,34.3,28.3,85.4,9.2,Heavy Rain,Monsoon
2024-07-21,Delhi,66.73,33.4,36.0,28.9,74.8,14.9,Heavy Rain,Monsoon
2024-07-22,Delhi,87.57,29.1,32.4,26.4,78.3,15.6,Heavy Rain,Monsoon
2024-07-23,Delhi,94.5,31.5,33.8,29.0,82.4,7.2,Heavy Rain,Monsoon
2024-07-24,Delhi,11.58,32.5,35.0,30.1,87.5,5.0,Rainy,Monsoon
2024-07-25,Delhi,97.47,30.7,32.9,27.0,71.9,13.4,Heavy Rain,Monsoon
2024-07-26,Delhi,37.91,28.6,30.9,26.2,85.2,9.1,Rainy,Monsoon
2024-07-27,Delhi,26.7,32.9,37.0,28.8,81.6,7.0,Rainy,Monsoon
2024-07-28,Delhi,87.64,35.0,37.1,32.8,75.0,6.5,Heavy Rain,Monsoon
2024-07-29,Delhi,97.01,31.7,33.9,29.7,75.3,11.4,Heavy Rain,Monsoon
2024-07-30,Delhi,45.5,32.9,35.0,29.5,74.5,10.6,Rainy,Monsoon
2024-07-31,Delhi,94.76,32.0,36.0,28.9,83.6,8.9,Heavy Rain,Monsoon
2024-08-01,Delhi,94.71,32.6,37.0,27.8,87.5,17.0,Heavy Rain,Monsoon
2024-08-02,Delhi,0.96,28.4,32.7,24.2,85.3,17.2,High Humidity,Monsoon
2024-08-03,Delhi,14.09,30.4,34.2,27.2,90.4,11.9,Rainy,Monsoon
2024-08-04,Delhi,95.87,33.3,36.0,29.0,91.3,18.5,Heavy Rain,Monsoon
2024-08-05,Delhi,42.78,28.9,33.7,25.8,79.9,9.2,Rainy,Monsoon
2024-08-06,Delhi,80.13,28.9,33.4,26.7,86.3,8.9,Heavy Rain,Monsoon
2024-08-07,Delhi,12.37,30.1,33.4,27.6,90.2,11.9,Rainy,Monsoon
2024-08-08,Delhi,84.92,30.0,32.8,27.3,87.6,11.1,Heavy Rain,Monsoon
2024-08-09,Delhi,2.06,34.8,37.9,30.8,92.8,9.6,High Humidity,Monsoon
2024-08-10,Delhi,17.8,28.0,31.6,23.4,89.8,5.2,Rainy,Monsoon
2024-08-11,Delhi,26.82,30.2,32.9,26.1,91.6,16.7,Rainy,Monsoon
2024-08-12,Delhi,97.48,29.2,32.8,25.3,73.6,10.4,Heavy Rain,Monsoon
2024-08-13,Delhi,62.46,34.1,37.5,31.6,71.9,11.7,Heavy Rain,Monsoon
2024-08-14,Delhi,77.87,28.4,33.3,23.9,92.7,15.2,Heavy Rain,Monsoon
2024-08-15,Delhi,16.95,29.8,34.0,27.5,70.5,5.4,Rainy,Monsoon
2024-08-16,Delhi,25.49,32.4,36.7,28.3,78.3,7.0,Rainy,Monsoon
2024-08-17,Delhi,75.38,33.6,35.7,29.7,94.9,5.4,Heavy Rain,Monsoon
2024-08-18,Delhi,65.12,28.7,32.8,25.9,72.4,11.5,Heavy Rain,Monsoon
