date,records,avg_delay,avg_temp,avg_precipitation,avg_snowfall,total_trips
2024-05-12,498,1.16,53.46,0.0,0.0,62497
2024-05-13,498,1.04,54.41,0.37,0.0,61819
2024-05-14,498,1.59,35.62,1.04,1.76,60767
2024-05-15,498,1.34,60.25,0.58,0.0,61011
2024-05-16,498,1.55,40.14,1.2,1.47,62969
2024-05-17,498,1.07,48.04,0.0,0.0,60528
2024-05-18,498,1.41,43.83,0.51,0.0,61963
2024-05-19,498,1.1,63.76,0.0,0.0,61388
2024-05-20,498,1.19,63.08,0.47,0.32,62235
2024-05-21,498,1.05,56.63,0.27,0.0,61889
2024-05-22,498,1.18,56.27,0.95,0.0,62147
2024-05-23,498,1.13,61.0,0.44,0.0,61367
2024-05-24,498,1.33,40.86,0.24,0.62,62333
2024-05-25,498,1.23,59.64,0.79,0.0,62674
2024-05-26,498,1.16,55.76,0.71,0.0,61656
2024-05-27,498,1.03,59.26,0.04,0.0,61135
2024-05-28,498,1.27,59.17,0.69,0.0,62482
2024-05-29,498,1.38,56.85,0.45,0.0,61828
2024-05-30,498,1.2,53.83,0.05,0.0,62156
2024-05-31,498,1.33,48.59,0.74,0.0,61026
2024-06-01,498,1.07,51.99,0.05,0.0,62179
2024-06-02,498,1.03,65.41,0.0,0.0,62057
2024-06-03,498,0.95,51.23,0.0,0.0,61420
2024-06-04,498,0.92,50.66,0.0,0.0,62448
2024-06-05,498,1.14,68.18,0.0,0.0,62766
2024-06-06,498,1.35,55.89,0.96,0.0,59883
2024-06-07,498,1.03,55.84,0.18,0.0,63562
2024-06-08,498,1.04,50.63,0.06,0.0,62275
2024-06-09,498,1.1,59.78,0.05,0.0,63510
2024-06-10,498,1.24,55.56,0.83,0.0,61551
2024-06-11,498,1.11,67.93,0.08,0.0,61754
2024-06-12,498,0.97,72.32,0.0,0.0,61386
2024-06-13,498,1.4,59.95,0.43,0.0,61949
2024-06-14,498,0.94,46.57,0.0,0.0,61377
2024-06-15,498,1.06,54.62,0.0,0.0,63024
2024-06-16,498,1.33,57.0,0.52,0.0,60756
2024-06-17,498,1.49,62.93,0.72,0.0,62957
2024-06-18,498,1.32,51.02,1.15,0.0,60859
2024-06-19,498,1.15,56.28,0.45,0.0,61024
2024-06-20,498,1.03,68.96,0.0,0.0,62119
2024-06-21,498,1.15,48.9,0.28,0.0,62061
2024-06-22,498,0.85,70.17,0.0,0.0,61467
2024-06-23,498,1.18,57.43,0.98,0.0,61733
2024-06-24,498,1.01,47.54,0.0,0.0,61296
2024-06-25,498,1.34,54.52,1.0,0.0,61706
2024-06-26,498,1.37,59.39,0.88,0.0,61876
2024-06-27,498,1.09,60.61,0.0,0.0,61992
2024-06-28,498,1.11,58.41,0.33,0.0,62797
2024-06-29,498,1.2,43.42,0.16,0.0,62635
2024-06-30,498,1.36,56.78,0.47,0.0,61995
2024-07-01,498,1.05,49.47,0.04,0.0,61298
2024-07-02,498,1.29,43.54,0.42,0.0,62659
2024-07-03,498,1.03,47.09,0.09,0.0,62494
2024-07-04,498,1.2,60.52,0.19,0.0,63997
2024-07-05,498,1.22,51.57,0.39,0.0,63891
2024-07-06,498,0.87,54.39,0.0,0.0,62444
2024-07-07,498,1.4,57.42,0.97,0.0,61788
2024-07-08,498,1.12,57.75,0.0,0.0,62969
2024-07-09,498,1.05,49.47,0.15,0.0,63255
2024-07-10,498,1.05,61.49,0.37,0.0,61880
2024-07-11,498,1.14,55.19,0.78,0.0,61330
2024-07-12,498,1.17,60.95,0.65,0.0,62939
2024-07-13,498,0.95,66.12,0.0,0.0,61492
2024-07-14,498,1.14,54.82,0.12,0.0,63157
2024-07-15,498,1.16,68.85,0.03,0.0,62611
2024-07-16,498,1.37,61.77,0.24,0.0,63770
2024-07-17,498,1.39,59.77,0.23,0.0,61477
2024-07-18,498,1.04,59.38,0.0,0.0,63482
2024-07-19,498,1.31,50.86,0.64,0.0,62182
2024-07-20,498,1.14,52.25,0.63,0.0,61790
2024-07-21,498,1.13,46.58,0.0,0.0,62351
2024-07-22,498,1.05,65.91,0.09,0.0,61643
2024-07-23,498,1.14,52.66,0.0,0.0,60629
2024-07-24,498,1.05,69.63,0.0,0.0,60908
2024-07-25,498,1.06,45.46,0.0,0.0,61325
2024-07-26,498,1.31,56.0,0.93,0.0,62146
2024-07-27,498,1.14,62.98,0.0,0.0,62547
2024-07-28,498,1.01,51.7,0.31,0.0,59771
2024-07-29,498,0.99,48.72,0.06,0.0,62023
2024-07-30,498,1.11,53.4,0.05,0.0,63529
2024-07-31,498,1.06,42.97,0.0,0.0,62168
2024-08-01,498,1.11,62.41,0.0,0.0,61875
2024-08-02,498,1.11,63.39,0.0,0.0,61685
2024-08-03,498,1.3,56.48,0.95,0.0,61875
2024-08-04,498,1.44,55.47,1.13,0.0,63004
2024-08-05,498,1.08,58.83,0.0,0.0,64111
2024-08-06,498,1.08,64.89,0.0,0.0,61541
2024-08-07,498,1.04,53.14,0.1,0.0,62027
2024-08-08,498,1.33,57.56,0.62,0.0,59831
2024-08-09,498,1.18,57.41,0.83,0.0,61305
2024-08-10,498,1.03,56.82,0.28,0.0,62299
2024-08-11,498,1.32,50.24,0.49,0.0,64116
2024-08-12,498,1.18,51.82,0.85,0.0,60829
2024-08-13,498,0.96,45.45,0.07,0.0,60981
2024-08-14,498,1.33,47.33,1.04,0.0,61136
2024-08-15,498,1.18,48.83,0.04,0.0,61642
2024-08-16,498,1.18,59.63,0.58,0.0,63700
2024-08-17,498,0.92,50.98,0.0,0.0,60591
2024-08-18,498,1.15,65.83,0.2,0.0,60727
2024-08-19,498,1.14,63.09,0.28,0.0,61434
2024-08-20,498,1.28,47.75,1.1,0.0,62516
2024-08-21,498,1.21,55.33,0.88,0.0,61649
2024-08-22,498,0.83,57.65,0.0,0.0,62911
2024-08-23,498,1.2,69.72,0.15,0.0,62428
2024-08-24,498,1.23,69.76,0.38,0.0,62803
2024-08-25,498,1.13,52.31,0.71,0.0,61791
2024-08-26,498,0.98,57.08,0.0,0.0,62096
2024-08-27,498,1.03,57.65,0.02,0.0,62588
2024-08-28,498,1.2,59.56,0.56,0.0,62016
2024-08-29,498,1.14,53.98,0.0,0.0,59753
2024-08-30,498,1.37,51.63,0.38,0.0,64878
2024-08-31,498,1.15,57.93,0.24,0.0,61927
2024-09-01,498,1.87,37.05,0.45,4.39,63626
2024-09-02,498,1.47,50.97,1.1,0.0,62958
2024-09-03,498,1.0,56.6,0.07,0.13,62052
2024-09-04,498,0.96,66.83,0.0,0.0,62229
2024-09-05,498,1.04,63.63,0.0,0.0,62052
2024-09-06,498,1.33,55.13,0.49,0.65,62166
2024-09-07,498,1.03,46.03,0.0,0.0,62790
2024-09-08,498,1.18,57.1,0.96,0.0,62641
2024-09-09,498,0.93,58.44,0.0,0.0,62210
2024-09-10,498,1.22,47.16,0.48,0.89,61935
2024-09-11,498,1.34,52.3,0.81,0.0,63522
2024-09-12,498,1.18,44.04,0.33,0.0,61415
2024-09-13,498,2.07,30.47,1.14,4.65,61922
2024-09-14,498,2.19,30.74,1.35,5.46,61501
2024-09-15,498,1.35,54.41,0.16,2.19,61845
2024-09-16,498,1.12,44.44,0.37,0.0,63234
2024-09-17,498,1.06,65.73,0.4,0.0,63677
2024-09-18,498,1.07,49.69,0.0,0.0,62360
2024-09-19,498,1.26,53.36,0.45,0.0,63482
2024-09-20,498,1.16,52.72,0.56,0.0,61968
2024-09-21,498,1.5,46.09,0.37,0.88,62955
2024-09-22,498,1.62,38.93,1.24,2.63,61871
2024-09-23,498,1.3,57.2,0.72,0.0,61520
2024-09-24,498,1.39,53.81,0.44,0.0,63048
2024-09-25,498,1.2,60.32,0.06,0.41,62120
2024-09-26,498,1.08,59.25,0.42,0.0,62457
2024-09-27,498,0.91,57.85,0.0,0.0,62527
2024-09-28,498,1.1,51.96,0.17,0.56,62578
2024-09-29,498,1.05,65.67,0.15,0.0,61449
2024-09-30,498,0.91,60.65,0.04,0.13,63733
2024-10-01,498,1.16,53.78,0.19,0.0,61598
2024-10-02,498,0.9,64.71,0.0,0.0,62279
2024-10-03,498,1.0,56.64,0.0,0.0,60803
2024-10-04,498,1.22,47.56,0.51,0.0,62989
2024-10-05,498,1.02,51.81,0.14,0.0,61303
2024-10-06,498,1.1,65.25,0.06,0.0,61998
2024-10-07,498,1.04,56.05,0.0,0.0,65568
2024-10-08,498,0.92,54.2,0.0,0.0,62796
2024-10-09,498,1.82,31.75,1.22,2.57,59581
2024-10-10,498,1.69,41.59,0.91,4.96,59985
2024-10-11,498,0.88,51.32,0.0,0.0,62523
2024-10-12,498,1.2,55.05,0.86,0.0,62554
2024-10-13,498,0.99,54.81,0.05,0.0,62600
2024-10-14,498,1.47,60.17,1.29,0.0,61706
2024-10-15,498,1.22,47.34,0.1,0.19,62687
2024-10-16,498,1.03,52.18,0.02,0.0,62519
2024-10-17,498,1.4,46.42,0.75,0.0,62764
2024-10-18,498,1.21,50.4,0.62,0.0,60415
2024-10-19,498,1.06,54.33,0.0,0.0,61979
2024-10-20,498,1.2,60.54,0.04,0.0,61650
2024-10-21,498,1.22,59.17,0.37,1.74,59999
2024-10-22,498,1.07,45.61,0.04,0.34,63382
2024-10-23,498,1.4,57.81,0.47,2.18,61868
2024-10-24,498,1.16,58.15,0.3,0.0,63399
2024-10-25,498,1.39,50.47,0.48,0.0,62401
2024-10-26,498,1.1,55.77,0.0,0.0,61644
2024-10-27,498,1.47,47.08,0.58,0.0,60442
2024-10-28,498,1.76,34.91,1.07,6.15,61467
2024-10-29,498,0.97,65.36,0.04,0.0,62392
2024-10-30,498,1.01,51.28,0.24,0.0,61672
2024-10-31,498,1.01,65.6,0.2,0.0,62314
2024-11-01,498,0.94,66.73,0.0,0.0,62707
2024-11-02,498,1.06,64.97,0.0,0.0,59840
2024-11-03,498,1.4,48.04,0.89,0.0,62545
2024-11-04,498,1.08,67.82,0.07,0.0,60227
2024-11-05,498,1.34,59.29,0.46,1.24,62536
2024-11-06,498,1.62,32.33,1.34,3.75,61873
2024-11-07,498,1.48,49.46,1.46,1.94,61212
2024-11-08,498,1.39,57.6,1.3,0.0,61542
2024-11-09,498,1.66,48.61,0.97,0.78,62385
2024-11-10,498,1.04,57.88,0.0,0.0,62561
2024-11-11,498,1.48,50.16,1.28,0.0,61961
2024-11-12,498,1.14,63.39,0.09,0.0,62733
2024-11-13,498,1.67,51.01,0.92,0.89,61361
2024-11-14,498,1.09,48.22,0.33,0.3,63249
2024-11-15,498,1.13,51.65,0.0,0.0,61708
2024-11-16,498,1.68,34.58,0.94,5.76,60750
2024-11-17,498,1.33,56.76,1.1,0.0,62649
2024-11-18,498,1.31,54.76,0.84,0.0,60957
2024-11-19,498,1.1,47.85,0.34,0.0,61398
2024-11-20,498,0.96,58.93,0.0,0.0,60563
2024-11-21,498,1.27,45.16,1.02,0.0,61654
2024-11-22,498,1.38,54.96,0.34,2.21,61779
2024-11-23,498,1.02,64.48,0.0,0.0,62944
2024-11-24,498,1.17,50.26,1.08,0.0,61019
2024-11-25,498,1.1,51.81,0.29,0.0,61573
2024-11-26,498,1.27,56.6,0.31,0.67,63550
2024-11-27,498,0.89,58.11,0.0,0.0,61761
2024-11-28,498,1.14,67.68,0.0,0.0,61946
2024-11-29,498,1.06,67.24,0.0,0.0,62843
2024-11-30,498,1.12,55.16,0.11,0.25,61763
2024-12-01,498,1.89,40.13,0.46,2.29,62123
2024-12-02,498,1.93,32.91,0.72,2.88,63717
2024-12-03,498,1.53,43.88,1.27,2.61,61656
2024-12-04,498,1.07,48.73,0.0,0.0,62930
2024-12-05,498,1.88,24.76,1.42,3.96,61295
2024-12-06,498,2.15,28.86,1.08,4.97,63185
2024-12-07,498,1.37,58.62,0.25,0.77,62275
2024-12-08,498,1.54,46.48,0.73,2.42,61500
2024-12-09,498,2.0,26.18,1.64,5.6,61485
2024-12-10,498,1.07,69.0,0.29,0.0,62328
2024-12-11,498,1.51,37.49,0.15,1.49,62997
2024-12-12,498,1.43,45.14,0.41,2.28,61092
2024-12-13,498,0.84,60.88,0.0,0.0,63498
2024-12-14,498,2.08,27.98,1.3,5.48,61617
2024-12-15,498,1.38,46.05,0.81,0.0,63493
2024-12-16,498,1.14,48.76,0.08,0.25,62257
2024-12-17,498,1.83,38.61,1.22,1.67,62414
2024-12-18,498,1.45,47.81,0.63,0.57,62862
2024-12-19,498,1.4,47.45,0.21,2.09,62007
2024-12-20,498,1.85,27.03,1.32,4.68,61667
2024-12-21,498,1.89,32.5,0.56,3.03,62654
2024-12-22,498,1.44,55.77,0.51,2.29,59938
2024-12-23,498,1.66,33.85,0.96,4.37,60471
2024-12-24,498,1.77,38.88,1.3,4.64,62525
2024-12-25,498,1.07,49.19,0.06,0.0,63029
2024-12-26,498,2.26,22.29,1.18,5.58,62152
2024-12-27,498,1.18,56.18,0.43,0.0,61080
2024-12-28,498,2.27,28.91,1.26,4.58,62105
2024-12-29,498,1.76,39.55,0.98,2.2,61174
2024-12-30,498,2.24,27.49,1.7,3.3,61879
2024-12-31,498,1.64,36.16,1.5,4.73,61344
