weather_condition,route_id,route_name,city,avg_delay,occurrences
Clear,Shuttle-JFKUMassKendallMIT,JFK/UMass - Kendall/MIT (Shuttle),Boston,1.0,317
Clear,Shuttle-KendallPark,Kendall/MIT - Park Street,Boston,1.0,317
Clear,Shuttle-KenmoreReservoir,Reservoir - Kenmore,Boston,1.0,317
Clear,Shuttle-NewburyportOakGroveExpress,Newburyport - Oak Grove (Express),Boston,1.0,317
Clear,Shuttle-NewburyportSalemLocal,Newburyport - Salem (Local),Boston,1.0,317
Clear,Shuttle-NorthStationOakGroveExpress,North Station - Oak Grove (Express),Boston,1.0,317
Clear,Shuttle-NorthStationWellingtonExpress,North Station - Wellington (Express),Boston,1.0,317
Clear,Shuttle-NorthStationWellingtonLocal,North Station - Wellington (Local),Boston,1.0,317
Clear,Shuttle-OakGroveReading,Reading - Oak Grove,Boston,1.0,317
Clear,Shuttle-RiversideKenmore,Riverside - Kenmore (Shuttle),Boston,1.0,317
Clear,Shuttle-RockportSalemExpress,Rockport - Salem (Express),Boston,1.0,317
Clear,Shuttle-SuffolkDownsWonderland,Wonderland - Suffolk Downs,Boston,1.0,317
Clear,1,Bronzeville/Union Station,Chicago,0.99,320
Clear,100,Jeffery Manor Express,Chicago,0.99,320
Clear,103,West 103rd,Chicago,0.99,320
Clear,111A,Pullman Shuttle,Chicago,0.99,320
Clear,112,Vincennes/111th,Chicago,0.99,320
Clear,120,Ogilvie/Streeterville Express,Chicago,0.99,320
Clear,121,Union/Streeterville Express,Chicago,0.99,320
Clear,124,Navy Pier,Chicago,0.99,320
Clear,135,Clarendon/LaSalle Express,Chicago,0.99,320
Clear,136,Sheridan/LaSalle Express,Chicago,0.99,320
Clear,146,Inner Lake Shore/Michigan Express,Chicago,0.99,320
Clear,148,Clarendon/Michigan Express,Chicago,0.99,320
Clear,15,Jeffery Local,Chicago,0.99,320
Clear,152,Addison,Chicago,0.99,320
Clear,156,LaSalle,Chicago,0.99,320
Clear,169,69th/UPS Express,Chicago,0.99,320
Clear,171,U. of Chicago/Hyde Park,Chicago,0.99,320
Clear,172,U. of Chicago/Kenwood,Chicago,0.99,320
Clear,206,Evanston Circulator,Chicago,0.99,320
Clear,21,Cermak,Chicago,0.99,320
Clear,22,Clark,Chicago,0.99,320
Clear,24,Wentworth,Chicago,0.99,320
Clear,26,South Shore Express,Chicago,0.99,320
Clear,31,31st,Chicago,0.99,320
Clear,34,Dedham Square - Forest Hills Station,Boston,0.99,317
Clear,439,Nahant - Wonderland Station,Boston,0.99,317
Clear,44,Wallace/Racine,Chicago,0.99,320
Clear,47,47th,Chicago,0.99,320
Clear,47,"Central Square, Cambridge - Broadway Station",Boston,0.99,317
Clear,48,South Damen,Chicago,0.99,320
Clear,51,51st,Chicago,0.99,320
Clear,52,Kedzie,Chicago,0.99,320
Clear,54A,North Cicero/Skokie Blvd.,Chicago,0.99,320
Clear,56,Milwaukee,Chicago,0.99,320
Clear,6,Lexington Avenue Local,New York,0.99,339
Clear,60,Blue Island/26th,Chicago,0.99,320
Clear,62H,Archer/Harlem,Chicago,0.99,320
Clear,68,Northwest Highway,Chicago,0.99,320
Clear,6X,Pelham Bay Park Express,New York,0.99,339
Clear,70,Division,Chicago,0.99,320
Clear,713,Point Shirley - Orient Heights Station via Winthrop Center,Boston,0.99,317
Clear,75,74th/75th,Chicago,0.99,320
Clear,77,Belmont,Chicago,0.99,320
Clear,78,Montrose,Chicago,0.99,320
Clear,7X,Flushing Express,New York,0.99,339
Clear,85,Central,Chicago,0.99,320
Clear,85A,North Central,Chicago,0.99,320
Clear,8A,South Halsted,Chicago,0.99,320
Clear,91,Austin,Chicago,0.99,320
Clear,93,California/Dodge,Chicago,0.99,320
Clear,97,Skokie,Chicago,0.99,320
Clear,CR-Franklin,Franklin/Foxboro Line,Boston,0.99,317
Clear,CR-NewBedford,Fall River/New Bedford Line,Boston,0.99,317
Clear,E,8 Avenue Local,New York,0.99,339
Clear,M,Queens Blvd Local/6 Av Local,New York,0.99,339
Clear,Org,Orange Line,Chicago,0.99,320
Clear,Q,Broadway Express,New York,0.99,339
Clear,SI,Staten Island Railway,New York,0.99,339
Clear,Shuttle-FraminghamWorcester,Worcester - Framingham,Boston,0.99,317
Clear,Shuttle-GovernmentCenterWonderland,Wonderland - Government Center,Boston,0.99,317
Clear,Shuttle-JFKMattapan,Mattapan - JFK/UMass,Boston,0.99,317
Clear,Shuttle-LynnNorthStationExpress,Lynn - North Station (Express),Boston,0.99,317
Clear,Shuttle-ManchesterGloucester,Manchester - Gloucester,Boston,0.99,317
Clear,Shuttle-OakGroveRockportExpress,Rockport - Oak Grove (Express),Boston,0.99,317
Clear,Shuttle-OrientHeightsGovernmentCenterExpress,Orient Heights - Government Center (Express),Boston,0.99,317
Clear,Shuttle-RockportWestGloucester,Rockport - West Gloucester,Boston,0.99,317
Clear,W,Broadway Local,New York,0.99,339
Clear,X4,Cottage Grove Express,Chicago,0.99,320
Clear,X49,Western Express,Chicago,0.99,320
Clear,X9,Ashland Express,Chicago,0.99,320
Clear,Z,Nassau St Express,New York,0.99,339
Clear,143,Stockton/Michigan Express,Chicago,0.98,320
Clear,147,Outer DuSable Lake Shore Express,Chicago,0.98,320
Clear,165,West 65th,Chicago,0.98,320
Clear,192,University of Chicago Hospitals Express,Chicago,0.98,320
Clear,2,Hyde Park Express,Chicago,0.98,320
Clear,35,31st/35th,Chicago,0.98,320
Clear,49B,North Western,Chicago,0.98,320
Clear,50,Damen,Chicago,0.98,320
Clear,52A,South Kedzie,Chicago,0.98,320
Clear,53A,South Pulaski,Chicago,0.98,320
Clear,55A,55th/Austin,Chicago,0.98,320
Clear,62,Bedford VA Hospital - Alewife Station,Boston,0.98,317
Clear,63W,West 63rd,Chicago,0.98,320
Clear,76,Diversey,Chicago,0.98,320
Clear,80,Irving Park,Chicago,0.98,320
Clear,82,Kimball/Homan,Chicago,0.98,320
Clear,90,Harlem,Chicago,0.98,320
Clear,95,95th,Chicago,0.98,320
Clear,B,6 Avenue Express,New York,0.98,339
Clear,Brn,Brown Line,Chicago,0.98,320
Clear,FX,Brooklyn F Express,New York,0.98,339
Clear,G,Brooklyn-Queens Crosstown,New York,0.98,339
Clear,N5,South Shore Night Bus,Chicago,0.98,320
Clear,Pink,Pink Line,Chicago,0.98,320
Clear,Shuttle-HarvardSouthStation,Harvard - South Station,Boston,0.98,317
Clear,Y,Yellow Line,Chicago,0.98,320
Clear,108,Halsted/95th,Chicago,0.97,320
Clear,119,Michigan/119th,Chicago,0.97,320
Clear,18,16th/18th,Chicago,0.97,320
Clear,7,Harrison,Chicago,0.97,320
Clear,92,Foster,Chicago,0.97,320
Rainy,Shuttle-BackBayWellesleyHillsLocal,Wellesley Hills - Back Bay (Local),Boston,1.44,219
Rainy,451,North Beverly Station - Salem Depot,Boston,1.43,219
Rainy,62H,Archer/Harlem,Chicago,1.43,223
Rainy,72,North,Chicago,1.43,223
Rainy,Shuttle-BeverlyRockportExpress,Beverly - Rockport (Express),Boston,1.43,219
Rainy,Shuttle-BraintreeNorthQuincy,Braintree - North Quincy,Boston,1.43,219
Rainy,Shuttle-JFKUMassKendallMIT,JFK/UMass - Kendall/MIT (Shuttle),Boston,1.43,219
Rainy,1,Harvard Square - Nubian Station,Boston,1.42,219
Rainy,111A,Pullman Shuttle,Chicago,1.42,223
Rainy,171,Logan Airport Terminals - Nubian Station,Boston,1.42,219
Rainy,225,Weymouth Landing - Quincy Center Station,Boston,1.42,219
Rainy,23,Ashmont Station - Ruggles Station via Washington Street,Boston,1.42,219
Rainy,34,Dedham Square - Forest Hills Station,Boston,1.42,219
Rainy,42,Forest Hills Station - Nubian Station,Boston,1.42,219
Rainy,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Boston,1.42,219
Rainy,54B,South Cicero,Chicago,1.42,223
Rainy,558,Riverside Station - Newton Corner,Boston,1.42,219
Rainy,7,City Point - Otis Street & Summer Street,Boston,1.42,219
Rainy,75,74th/75th,Chicago,1.42,223
Rainy,81W,West Lawrence,Chicago,1.42,223
Rainy,83,"Rindge Avenue - Central Square, Cambridge",Boston,1.42,219
Rainy,85,Spring Hill - Kendall/MIT Station,Boston,1.42,219
Rainy,90,Davis Station - Assembly Row,Boston,1.42,219
Rainy,94,California,Chicago,1.42,223
Rainy,CR-Providence,Providence/Stoughton Line,Boston,1.42,219
Rainy,CapeFlyer,CapeFLYER,Boston,1.42,219
Rainy,N5,South Shore Night Bus,Chicago,1.42,223
Rainy,P,Purple Line,Chicago,1.42,223
Rainy,Shuttle-AirportMaverick,Airport - Maverick,Boston,1.42,219
Rainy,Shuttle-BraintreeSouthStationExpress,Braintree - South Station (Express),Boston,1.42,219
Rainy,Shuttle-BrooklineHillsRiverside,Riverside - Brookline Hills,Boston,1.42,219
Rainy,Shuttle-FraminghamWorcester,Worcester - Framingham,Boston,1.42,219
Rainy,Shuttle-GovernmentCenterMedfordTufts,Government Center - Medford/Tufts (Shuttle),Boston,1.42,219
Rainy,Shuttle-GovernmentCenterMedfordViaUnionSq,Medford/Tufts - Government Center via Union Square,Boston,1.42,219
Rainy,Shuttle-HaymarketAirportLocal,Haymarket - Airport (Local),Boston,1.42,219
Rainy,X9,Ashland Express,Chicago,1.42,223
Rainy,10,City Point - Arlington Station,Boston,1.41,219
Rainy,104,Malden Center Station - Airport Station,Boston,1.41,219
Rainy,108,Halsted/95th,Chicago,1.41,223
Rainy,110,Wonderland Station - Wellington Station,Boston,1.41,219
Rainy,111,Woodlawn - Haymarket Station,Boston,1.41,219
Rainy,120,Ogilvie/Streeterville Express,Chicago,1.41,223
Rainy,126,Jackson,Chicago,1.41,223
Rainy,146,Inner Lake Shore/Michigan Express,Chicago,1.41,223
Rainy,147,Outer DuSable Lake Shore Express,Chicago,1.41,223
Rainy,155,Devon,Chicago,1.41,223
Rainy,157,Streeterville/Taylor,Chicago,1.41,223
Rainy,172,U. of Chicago/Kenwood,Chicago,1.41,223
Rainy,195,Lemuel Shattuck Hospital - Park Street & Tremont Street,Boston,1.41,219
Rainy,202,Fields Corner Loop via Adams Street,Boston,1.41,219
Rainy,22,Clark,Chicago,1.41,223
Rainy,226,Columbian Square - Braintree Station,Boston,1.41,219
Rainy,230,Montello Station - Quincy Center Station,Boston,1.41,219
Rainy,26,Ashmont Station - Norfolk Street Loop,Boston,1.41,219
Rainy,28,Stony Island,Chicago,1.41,223
Rainy,29,Mattapan Station - Jackson Square Station,Boston,1.41,219
Rainy,3,7 Avenue Express,New York,1.41,204
Rainy,31,Mattapan Station - Forest Hills Station via Morton Street,Boston,1.41,219
Rainy,351,Bedford Woods Drive - Third Avenue,Boston,1.41,219
Rainy,36,Millennium Park or VA Hospital - Forest Hills Station,Boston,1.41,219
Rainy,4,North Station - Design Center,Boston,1.41,219
Rainy,4050,Georgetowne - Forest Hills Station,Boston,1.41,219
Rainy,41,Centre Street & Eliot Street - JFK/UMass Station,Boston,1.41,219
Rainy,456,"Salem Depot - Central Square, Lynn",Boston,1.41,219
Rainy,48,South Damen,Chicago,1.41,223
Rainy,505,Waltham Center - Federal Street & Franklin Street,Boston,1.41,219
Rainy,52A,South Kedzie,Chicago,1.41,223
Rainy,55,Garfield,Chicago,1.41,223
Rainy,56,Milwaukee,Chicago,1.41,223
Rainy,57,Watertown Yard - Kenmore Station,Boston,1.41,219
Rainy,59,59th/61st,Chicago,1.41,223
Rainy,59,Needham Junction - Watertown Square,Boston,1.41,219
Rainy,61,North Waltham - Waltham Center,Boston,1.41,219
Rainy,62,Bedford VA Hospital - Alewife Station,Boston,1.41,219
Rainy,65,Grand,Chicago,1.41,223
Rainy,67,67th/69th/71st,Chicago,1.41,223
Rainy,67,Turkey Hill - Alewife Station,Boston,1.41,219
Rainy,68,Harvard Square - Kendall/MIT Station,Boston,1.41,219
Rainy,68,Northwest Highway,Chicago,1.41,223
Rainy,69,Harvard Square - Lechmere Station,Boston,1.41,219
Rainy,7,Harrison,Chicago,1.41,223
Rainy,714,"Pemberton Point, Hull - Station Street, Hingham",Boston,1.41,219
Rainy,716,Cobbs Corner - Mattapan Station,Boston,1.41,219
Rainy,74,Belmont Center - Harvard via Concord Avenue,Boston,1.41,219
Rainy,741,Logan Airport Terminals - South Station,Boston,1.41,219
Rainy,743,Chelsea Station - South Station,Boston,1.41,219
Rainy,76,Lincoln Lab - Alewife Station,Boston,1.41,219
Rainy,78,Montrose,Chicago,1.41,223
Rainy,81,Lawrence,Chicago,1.41,223
Rainy,88,Higgins,Chicago,1.41,223
Rainy,89,Clarendon Hill or Davis Station - Sullivan Square Station,Boston,1.41,219
Rainy,8A,South Halsted,Chicago,1.41,223
Rainy,90,Harlem,Chicago,1.41,223
Rainy,91,Austin,Chicago,1.41,223
Rainy,93,Sullivan Square Station - Downtown via Bunker Hill Street,Boston,1.41,219
Rainy,96,Lunt,Chicago,1.41,223
Rainy,96,Medford Square - Harvard Station,Boston,1.41,219
Rainy,99,Woodland Road - Wellington Station,Boston,1.41,219
Rainy,A,8 Avenue Express,New York,1.41,204
Rainy,Blue,Blue Line,Boston,1.41,219
Rainy,Boat-F1,Hingham/Hull Ferry,Boston,1.41,219
Rainy,Boat-Lynn,Lynn Ferry,Boston,1.41,219
Rainy,CR-Fitchburg,Fitchburg Line,Boston,1.41,219
Rainy,CR-Haverhill,Haverhill Line,Boston,1.41,219
Rainy,CR-Needham,Needham Line,Boston,1.41,219
Rainy,GS,42 St Shuttle,New York,1.41,204
Rainy,Green-B,Green Line B,Boston,1.41,219
Rainy,Mattapan,Mattapan Trolley,Boston,1.41,219
Rainy,Pink,Pink Line,Chicago,1.41,223
Rainy,R,Broadway Local,New York,1.41,204
Rainy,Shuttle-AlewifeDavis,Alewife - Davis,Boston,1.41,219
Rainy,Shuttle-AshlandFramingham,Ashland - Framingham,Boston,1.41,219
Rainy,Shuttle-AshmontBraintree,Ashmont - Braintree,Boston,1.41,219
Rainy,Shuttle-AshmontJFK,Ashmont - JFK/UMass,Boston,1.41,219
Rainy,Shuttle-AshmontJFKUMass,Ashmont - JFK/UMass (Shuttle),Boston,1.41,219
Rainy,Shuttle-AttleboroProvidenceExpress,Providence - Attleboro (Express),Boston,1.41,219
Rainy,Shuttle-BabcockBostonCollege,Boston College - Babcock Street,Boston,1.41,219
Rainy,Shuttle-BabcockKenmore,Babcock Street - Kenmore,Boston,1.41,219
Rainy,Shuttle-BabcockStreetBackBayViaCopley,Babcock Street - Back Bay via Copley (Shuttle),Boston,1.41,219
Rainy,Shuttle-BackBayBostonLanding,Boston Landing - Back Bay,Boston,1.41,219
Rainy,Shuttle-BackBayFraminghamExpress,Framingham - Back Bay (Express),Boston,1.41,219
Rainy,Shuttle-BackBayJackson,Jackson Square - Back Bay,Boston,1.41,219
Rainy,Shuttle-BraintreeQuincyCenter,Braintree - Quincy Center,Boston,1.41,219
Rainy,Shuttle-ChelseaLynn,Lynn - Chelsea,Boston,1.41,219
Rainy,Shuttle-FenwayRiverside,Riverside - Fenway,Boston,1.41,219
Rainy,Shuttle-ForestHillsBackBayViaCopley,Forest Hills - Back Bay via Copley (Shuttle),Boston,1.41,219
Rainy,Shuttle-ForestHillsNeedhamHeights,Needham Heights - Forest Hills,Boston,1.41,219
Rainy,Shuttle-HaymarketAirportExpress,Haymarket - Airport (Express),Boston,1.41,219
Rainy,Shuttle-JFKNorthQuincy,North Quincy - JFK/UMass,Boston,1.41,219
Rainy,Shuttle-JFKParkStreetViaPostOffice,JFK/UMass - Park Street via Post Office,Boston,1.41,219
Rainy,Shuttle-KenmoreBackBayViaCopley,Kenmore - Back Bay via Copley (Shuttle),Boston,1.41,219
Rainy,Shuttle-KenmoreReservoir,Reservoir - Kenmore,Boston,1.41,219
Rainy,Shuttle-KenmoreRiverside,Riverside - Kenmore,Boston,1.41,219
Rainy,Shuttle-KenmoreStMarysRiverside,Riverside - Kenmore via Saint Mary's Street,Boston,1.41,219
Rainy,Shuttle-LechmereNorthStation,Lechmere - North Station,Boston,1.41,219
Rainy,Shuttle-LowellWilmington,Lowell - Wilmington,Boston,1.41,219
Rainy,Shuttle-NewburyportOakGroveLimited,Newburyport - Oak Grove (Limited),Boston,1.41,219
Rainy,Shuttle-NewburyportSalemLocal,Newburyport - Salem (Local),Boston,1.41,219
Rainy,Shuttle-NorthStationUnionSquare,Union Square - North Station,Boston,1.41,219
Rainy,Shuttle-OrientHeightsGovernmentCenterExpress,Orient Heights - Government Center (Express),Boston,1.41,219
Rainy,Shuttle-OrientHeightsWonderland,Wonderland - Orient Heights,Boston,1.41,219
Rainy,Shuttle-RockportSalemLocal,Rockport - Salem (Local),Boston,1.41,219
Rainy,Shuttle-RockportWestGloucester,Rockport - West Gloucester,Boston,1.41,219
Rainy,Shuttle-SuffolkDownsWonderland,Wonderland - Suffolk Downs,Boston,1.41,219
Rainy,X49,Western Express,Chicago,1.41,223
Rainy,1,Broadway - 7 Avenue Local,New York,1.4,204
Rainy,100,Elm Street - Wellington Station,Boston,1.4,219
Rainy,100,Jeffery Manor Express,Chicago,1.4,223
Rainy,103,West 103rd,Chicago,1.4,223
Rainy,106,East 103rd,Chicago,1.4,223
Rainy,109,Linden Square - Harvard Square via Sullivan,Boston,1.4,219
Rainy,11,Lincoln,Chicago,1.4,223
Rainy,111,111th/King Drive,Chicago,1.4,223
Rainy,115,Pullman/115th,Chicago,1.4,223
Rainy,119,Michigan/119th,Chicago,1.4,223
Rainy,119,Northgate Shopping Center - Beachmont Station,Boston,1.4,219
Rainy,120,Orient Heights Station - Jeffries Point,Boston,1.4,219
Rainy,121,Union/Streeterville Express,Chicago,1.4,223
Rainy,124,Navy Pier,Chicago,1.4,223
Rainy,131,Melrose Highlands - Malden Center Station,Boston,1.4,219
Rainy,132,Redstone Shopping Center - Malden Center Station,Boston,1.4,219
Rainy,134,Stockton/LaSalle Express,Chicago,1.4,223
Rainy,136,Sheridan/LaSalle Express,Chicago,1.4,223
Rainy,137,Reading Depot - Malden Center Station,Boston,1.4,219
Rainy,14,Roslindale Square - Heath Street,Boston,1.4,219
Rainy,151,Sheridan,Chicago,1.4,223
Rainy,156,LaSalle,Chicago,1.4,223
Rainy,169,69th/UPS Express,Chicago,1.4,223
Rainy,17,Fields Corner Station - Andrew Station,Boston,1.4,219
Rainy,18,16th/18th,Chicago,1.4,223
Rainy,18,Ashmont Station - Andrew Station,Boston,1.4,219
Rainy,19,Fields Corner Station - Kenmore or Ruggles Station,Boston,1.4,219
Rainy,192,University of Chicago Hospitals Express,Chicago,1.4,223
Rainy,20,Madison,Chicago,1.4,223
Rainy,201,Fields Corner Loop via Neponset Ave,Boston,1.4,219
Rainy,206,Evanston Circulator,Chicago,1.4,223
Rainy,210,Quincy Center Station - Fields Corner Station,Boston,1.4,219
Rainy,211,Quincy Center Station - Squantum,Boston,1.4,219
Rainy,216,Houghs Neck - Quincy Center Station via Germantown,Boston,1.4,219
Rainy,217,Quincy Center Station - Ashmont Station via Wollaston Station,Boston,1.4,219
Rainy,24,Wentworth,Chicago,1.4,223
Rainy,240,Avon Square - Ashmont Station,Boston,1.4,219
Rainy,26,South Shore Express,Chicago,1.4,223
Rainy,28,Mattapan Station - Ruggles Station,Boston,1.4,219
Rainy,30,South Chicago,Chicago,1.4,223
Rainy,31,31st,Chicago,1.4,223
Rainy,33,River Street & Milton Street - Mattapan Station,Boston,1.4,219
Rainy,34,South Michigan,Chicago,1.4,223
Rainy,35,31st/35th,Chicago,1.4,223
Rainy,37,Sedgwick,Chicago,1.4,223
Rainy,39,Forest Hills Station - Back Bay Station,Boston,1.4,219
Rainy,39,Pershing,Chicago,1.4,223
Rainy,43,43rd,Chicago,1.4,223
Rainy,44,Wallace/Racine,Chicago,1.4,223
Rainy,441,Marblehead - Wonderland Station via Paradise Road,Boston,1.4,219
Rainy,442,Marblehead - Wonderland Station via Humphrey Street,Boston,1.4,219
Rainy,450,Salem Depot - Wonderland or Haymarket Station,Boston,1.4,219
Rainy,455,Salem Depot - Wonderland Station,Boston,1.4,219
Rainy,49,Western,Chicago,1.4,223
Rainy,49B,North Western,Chicago,1.4,223
Rainy,50,Cleary Square - Forest Hills Station,Boston,1.4,219
Rainy,501,Brighton Center - Federal Street & Franklin Street,Boston,1.4,219
Rainy,53,Pulaski,Chicago,1.4,223
Rainy,55,West Fenway - Arlington Station,Boston,1.4,219
Rainy,553,Roberts - Newton Corner,Boston,1.4,219
Rainy,556,Waltham Highlands - Newton Corner,Boston,1.4,219
Rainy,55A,55th/Austin,Chicago,1.4,223
Rainy,55N,55th/Narragansett,Chicago,1.4,223
Rainy,57,Laramie,Chicago,1.4,223
Rainy,62,Archer,Chicago,1.4,223
Rainy,63,63rd,Chicago,1.4,223
Rainy,63W,West 63rd,Chicago,1.4,223
Rainy,64,Oak Square - University Park or Kendall/MIT Station,Boston,1.4,219
Rainy,70,Division,Chicago,1.4,223
Rainy,71,71st/South Shore,Chicago,1.4,223
Rainy,71,Watertown Square - Harvard Station,Boston,1.4,219
Rainy,712,Point Shirley - Orient Heights Station via Revere Street,Boston,1.4,219
Rainy,713,Point Shirley - Orient Heights Station via Winthrop Center,Boston,1.4,219
Rainy,73,Armitage,Chicago,1.4,223
Rainy,749,Nubian Station - Temple Place,Boston,1.4,219
Rainy,76,Diversey,Chicago,1.4,223
Rainy,78,Arlmont Village - Harvard Station,Boston,1.4,219
Rainy,79,79th,Chicago,1.4,223
Rainy,8,Harbor Point - Kenmore Station,Boston,1.4,219
Rainy,80,Irving Park,Chicago,1.4,223
Rainy,84,Peterson,Chicago,1.4,223
Rainy,85,Central,Chicago,1.4,223
Rainy,85A,North Central,Chicago,1.4,223
Rainy,86,Harvard Square - Reservoir Station,Boston,1.4,219
Rainy,86,Narragansett/Ridgeland,Chicago,1.4,223
Rainy,92,Foster,Chicago,1.4,223
Rainy,95,West Medford or Arlington Center - Sullivan Square Station,Boston,1.4,219
Rainy,97,Skokie,Chicago,1.4,223
Rainy,Boat-EastBoston,East Boston Ferry,Boston,1.4,219
Rainy,Brn,Brown Line,Chicago,1.4,223
Rainy,CR-Fairmount,Fairmount Line,Boston,1.4,219
Rainy,CR-Newburyport,Newburyport/Rockport Line,Boston,1.4,219
Rainy,F,Queens Blvd Express/6 Av Local,New York,1.4,204
Rainy,FS,Franklin Avenue Shuttle,New York,1.4,204
Rainy,G,Brooklyn-Queens Crosstown,New York,1.4,204
Rainy,Green-E,Green Line E,Boston,1.4,219
Rainy,H,Rockaway Park Shuttle,New York,1.4,204
Rainy,J14,Jeffery Jump,Chicago,1.4,223
Rainy,N,Broadway Local,New York,1.4,204
Rainy,Red,Red Line,Boston,1.4,219
Rainy,Red,Red Line,Chicago,1.4,223
Rainy,Shuttle-AirportGovernmentCenterExpress,Airport - Government Center (Express),Boston,1.4,219
Rainy,Shuttle-AlewifeHarvardViaHolyoke,Alewife - Harvard via Holyoke Street,Boston,1.4,219
Rainy,Shuttle-AlewifeLittletonLocal,Littleton/Route 495 - Alewife (Local),Boston,1.4,219
Rainy,Shuttle-AlewifeParkSt,Alewife - Park Street,Boston,1.4,219
Rainy,Shuttle-AndersonWoburnLowell,Lowell - Anderson/Woburn,Boston,1.4,219
Rainy,Shuttle-AndersonWoburnNorthStationExpress,Anderson/Woburn - North Station (Express),Boston,1.4,219
Rainy,Shuttle-AndersonWoburnReading,Reading - Anderson/Woburn,Boston,1.4,219
Rainy,Shuttle-AndoverHaverhill,Haverhill - Andover,Boston,1.4,219
Rainy,Shuttle-AshmontMattapan,Mattapan - Ashmont,Boston,1.4,219
Rainy,Shuttle-AshmontParkStreetViaPostOffice,Ashmont - Park Street via Post Office,Boston,1.4,219
Rainy,Shuttle-BackBayBostonUniversityEast,Boston University East - Back Bay,Boston,1.4,219
Rainy,Shuttle-BackBayForestHills,Forest Hills - Back Bay,Boston,1.4,219
Rainy,Shuttle-BackBayKenmore,Kenmore - Back Bay,Boston,1.4,219
Rainy,Shuttle-BackBayRuggles,Ruggles - Back Bay,Boston,1.4,219
Rainy,Shuttle-BallardvaleMaldenCenter,Ballardvale - Malden Center,Boston,1.4,219
Rainy,Shuttle-BallardvaleNorthStation,Ballardvale - North Station,Boston,1.4,219
Rainy,Shuttle-BeverlyNewburyportExpress,Newburyport - Beverly (Express),Boston,1.4,219
Rainy,Shuttle-BeverlyNorthStationLimited,Beverly - North Station (Limited),Boston,1.4,219
Rainy,Shuttle-BeverlyRockportLocal,Beverly - Rockport (Local),Boston,1.4,219
Rainy,Shuttle-BlandfordWashington,Washington Street - Blandford Street,Boston,1.4,219
Rainy,Shuttle-BostonCollegeKenmore,Boston College - Kenmore,Boston,1.4,219
Rainy,Shuttle-BostonCollegePackardsCorner,Boston College - Packard's Corner,Boston,1.4,219
Rainy,Shuttle-BraintreeBroadway,Braintree - Broadway,Boston,1.4,219
Rainy,Shuttle-BroadwayJFK,JFK/UMass - Broadway,Boston,1.4,219
Rainy,Shuttle-BroadwayNorthQuincy,North Quincy - Broadway,Boston,1.4,219
Rainy,Shuttle-BrooklineHillsNewtonHighlands,Newton Highlands - Brookline Hills,Boston,1.4,219
Rainy,Shuttle-BrooklineVillageRiverside,Riverside - Brookline Village,Boston,1.4,219
Rainy,Shuttle-ClevelandCircleCoolidgeCorner,Cleveland Circle - Coolidge Corner,Boston,1.4,219
Rainy,Shuttle-CopleyJacksonSquare,Jackson Square - Copley,Boston,1.4,219
Rainy,Shuttle-CopleyKenmore,Kenmore - Copley,Boston,1.4,219
Rainy,Shuttle-CopleyRiversideExpress,Riverside - Copley (Express),Boston,1.4,219
Rainy,Shuttle-CopleyRuggles,Ruggles - Copley,Boston,1.4,219
Rainy,Shuttle-EastSomervilleMedford,Medford/Tufts - East Somerville,Boston,1.4,219
Rainy,Shuttle-FenwayReservoir,Reservoir - Fenway,Boston,1.4,219
Rainy,Shuttle-ForestHillsBackBay,Forest Hills - Back Bay (Shuttle),Boston,1.4,219
Rainy,Shuttle-ForgeParkWalpole,Forge Park/495 - Walpole,Boston,1.4,219
Rainy,Shuttle-FraminghamWorcesterExpress,Worcester - Framingham (Express),Boston,1.4,219
Rainy,Shuttle-GovernmentCenterNorthStation,North Station - Government Center,Boston,1.4,219
Rainy,Shuttle-GovernmentCenterUnionSquare,Union Square - Government Center,Boston,1.4,219
Rainy,Shuttle-GovernmentCenterWonderland,Wonderland - Government Center,Boston,1.4,219
Rainy,Shuttle-HalifaxKingston,Kingston - Halifax,Boston,1.4,219
Rainy,Shuttle-HarvardPark,Harvard - Park Street,Boston,1.4,219
Rainy,Shuttle-HaverhillNorthStation,Haverhill - North Station,Boston,1.4,219
Rainy,Shuttle-HaverhillReadingExpress,Haverhill - Reading (Express),Boston,1.4,219
Rainy,Shuttle-HaverhillReadingLocal,Haverhill - Reading (Local),Boston,1.4,219
Rainy,Shuttle-HeathPrudential,Heath Street - Prudential,Boston,1.4,219
Rainy,Shuttle-JFKKendall,Kendall/MIT - JFK/UMass,Boston,1.4,219
Rainy,Shuttle-JFKMattapan,Mattapan - JFK/UMass,Boston,1.4,219
Rainy,Shuttle-JFKPark,JFK/UMass - Park Street,Boston,1.4,219
Rainy,Shuttle-LittletonWachusett,Wachusett - Littleton/Route 495,Boston,1.4,219
Rainy,Shuttle-LynnSwampscott,Lynn - Swampscott,Boston,1.4,219
Rainy,Shuttle-MedfordNorthStation,Medford/Tufts - North Station,Boston,1.4,219
Rainy,Shuttle-NewburyportSalemExpress,Newburyport - Salem (Express),Boston,1.4,219
Rainy,Shuttle-NewtonHighlandsRiverside,Riverside - Newton Highlands,Boston,1.4,219
Rainy,Shuttle-NorthBillericaLowell,Lowell - North Billerica,Boston,1.4,219
Rainy,Shuttle-NorthStationMedfordTufts,North Station - Medford/Tufts (Shuttle),Boston,1.4,219
