route_id,route_name,city,records,avg_delay,max_delay,total_trips,days_tracked
Shuttle-GovernmentCenterUnionSquare,Union Square - Government Center,Boston,731,1.3,2.73,89745,731
Shuttle-GovernmentCenterWonderland,Wonderland - Government Center,Boston,731,1.3,2.7,90874,731
Shuttle-GreenbushNorthScituate,Greenbush - North Scituate,Boston,731,1.3,2.68,90526,731
Shuttle-HalifaxKingston,Kingston - Halifax,Boston,731,1.3,2.72,89522,731
14,Roslindale Square - Heath Street,Boston,731,1.3,2.71,90190,731
Shuttle-NorthStationSwampscottLimited,Swampscott - North Station (Limited),Boston,731,1.3,2.77,90682,731
220,Hingham Depot - Quincy Center Station,Boston,731,1.3,2.69,92596,731
Z,Nassau St Express,New York,731,1.3,2.62,88918,731
Shuttle-BackBayKenmore,Kenmore - Back Bay,Boston,731,1.3,2.74,90772,731
CR-Fairmount,Fairmount Line,Boston,731,1.3,2.72,91124,731
80,Arlington Center - Lechmere Station,Boston,731,1.3,2.76,91366,731
435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square",Boston,731,1.3,2.7,91458,731
430,Saugus Center - Malden Center Station,Boston,731,1.3,2.76,91262,731
43,Ruggles Station - Park Street Station,Boston,731,1.3,2.68,93086,731
88,Clarendon Hill - Lechmere Station,Boston,731,1.3,2.75,91035,731
411,Kennedy Drive or Jack Satter House - Malden Center Station,Boston,731,1.3,2.77,91667,731
9,City Point - Copley Square,Boston,731,1.3,2.73,90494,731
90,Davis Station - Assembly Row,Boston,731,1.3,2.72,92297,731
4050,Georgetowne - Forest Hills Station,Boston,731,1.3,2.7,92038,731
91,"Sullivan Square Station - Central Square, Cambridge",Boston,731,1.3,2.74,91037,731
40,Georgetowne - Forest Hills Station,Boston,731,1.3,2.76,89754,731
4,North Station - Design Center,Boston,731,1.3,2.69,90897,731
4,Lexington Avenue Express,New York,731,1.3,2.72,89102,731
95,95th,Chicago,731,1.3,2.72,89330,731
38,Wren Street - Forest Hills Station,Boston,731,1.3,2.74,90456,731
97,Malden Center Station - Wellington Station,Boston,731,1.3,2.75,91792,731
37,Baker Street & Vermont Street - Forest Hills Station,Boston,731,1.3,2.75,91099,731
A,8 Avenue Express,New York,731,1.3,2.74,91182,731
36,Broadway,Chicago,731,1.3,2.74,90982,731
354,"North Burlington - State Street, Boston",Boston,731,1.3,2.63,89348,731
Shuttle-BackBayFraminghamExpress,Framingham - Back Bay (Express),Boston,731,1.3,2.69,90599,731
35,Dedham Mall or Stimson Street - Forest Hills Station,Boston,731,1.3,2.72,91102,731
35,31st/35th,Chicago,731,1.3,2.76,91522,731
Boat-F6,Winthrop Ferry,Boston,731,1.3,2.73,90970,731
Boat-F7,Quincy Ferry,Boston,731,1.3,2.76,90542,731
Boat-Lynn,Lynn Ferry,Boston,731,1.3,2.69,93213,731
Brn,Brown Line,Chicago,731,1.3,2.71,92286,731
8,Harbor Point - Kenmore Station,Boston,731,1.3,2.75,90037,731
47,47th,Chicago,731,1.3,2.72,90979,731
47,"Central Square, Cambridge - Broadway Station",Boston,731,1.3,2.76,90493,731
52A,South Kedzie,Chicago,731,1.3,2.71,90872,731
64,Oak Square - University Park or Kendall/MIT Station,Boston,731,1.3,2.67,91837,731
61,North Waltham - Waltham Center,Boston,731,1.3,2.75,91408,731
6,Lexington Avenue Local,New York,731,1.3,2.7,89694,731
6,Jackson Park Express,Chicago,731,1.3,2.61,91165,731
59,Needham Junction - Watertown Square,Boston,731,1.3,2.78,91235,731
6X,Pelham Bay Park Express,New York,731,1.3,2.68,91204,731
55A,55th/Austin,Chicago,731,1.3,2.76,90605,731
7,Flushing Local,New York,731,1.3,2.69,89207,731
554,Waverley Square - Newton Corner,Boston,731,1.3,2.71,90095,731
54A,North Cicero/Skokie Blvd.,Chicago,731,1.3,2.69,91483,731
53A,South Pulaski,Chicago,731,1.3,2.69,92530,731
713,Point Shirley - Orient Heights Station via Winthrop Center,Boston,731,1.3,2.73,92643,731
52,Kedzie,Chicago,731,1.3,2.78,91071,731
78,Arlmont Village - Harvard Station,Boston,731,1.3,2.67,91202,731
51,51st,Chicago,731,1.3,2.72,90826,731
505,Waltham Center - Federal Street & Franklin Street,Boston,731,1.3,2.75,90590,731
50,Damen,Chicago,731,1.3,2.72,90699,731
50,Cleary Square - Forest Hills Station,Boston,731,1.3,2.73,89357,731
5,Lexington Avenue Express,New York,731,1.3,2.77,91231,731
746,Silver Line Way - South Station,Boston,731,1.3,2.72,91726,731
747,Sullivan Square Station - Ruggles Station,Boston,731,1.3,2.71,90428,731
749,Nubian Station - Temple Place,Boston,731,1.3,2.78,91293,731
75,Belmont Center - Harvard via Huron Avenue,Boston,731,1.3,2.72,89727,731
76,Diversey,Chicago,731,1.3,2.76,90525,731
76,Lincoln Lab - Alewife Station,Boston,731,1.3,2.59,90502,731
77,Arlington Heights - Harvard Station,Boston,731,1.3,2.69,90306,731
C,8 Avenue Local,New York,731,1.3,2.7,90243,731
351,Bedford Woods Drive - Third Avenue,Boston,731,1.3,2.77,90841,731
34E,Walpole Center - Forest Hills Station,Boston,731,1.3,2.75,91809,731
3,7 Avenue Express,New York,731,1.3,2.65,89539,731
H,Rockaway Park Shuttle,New York,731,1.3,2.73,88868,731
J,Nassau St Local,New York,731,1.3,2.75,91833,731
Shuttle-AshmontMattapan,Mattapan - Ashmont,Boston,731,1.3,2.77,91558,731
222,East Weymouth - Quincy Center Station,Boston,731,1.3,2.71,91001,731
Shuttle-AshmontBroadway,Ashmont - Broadway,Boston,731,1.3,2.67,91059,731
Shuttle-AndoverHaverhill,Haverhill - Andover,Boston,731,1.3,2.7,90945,731
Shuttle-AndersonWoburnReading,Reading - Anderson/Woburn,Boston,731,1.3,2.74,92670,731
Shuttle-AndersonWoburnNorthStationExpress,Anderson/Woburn - North Station (Express),Boston,731,1.3,2.73,91141,731
28,Mattapan Station - Ruggles Station,Boston,731,1.3,2.71,90613,731
CR-Foxboro,Foxboro Event Service,Boston,731,1.3,2.67,90595,731
Shuttle-AlewifeParkSt,Alewife - Park Street,Boston,731,1.3,2.67,90305,731
245,Quincy Center Station - Mattapan Station,Boston,731,1.3,2.64,90850,731
SI,Staten Island Railway,New York,731,1.3,2.62,91242,731
Shuttle-AlewifeLittletonLocal,Littleton/Route 495 - Alewife (Local),Boston,731,1.3,2.69,90708,731
Shuttle-AirportGovernmentCenterExpress,Airport - Government Center (Express),Boston,731,1.3,2.72,90392,731
Shuttle-AlewifeKendallExpress,Alewife - Kendall/MIT via Porter (Express),Boston,731,1.3,2.75,93809,731
Shuttle-AirportGovernmentCenterLocalViaGate,Airport - Government Center via Maverick,Boston,731,1.3,2.74,89317,731
24,Wakefield Avenue & Truman Parkway - Ashmont Station,Boston,731,1.3,2.75,92932,731
Shuttle-AirportWonderland,Airport - Wonderland,Boston,731,1.3,2.74,90807,731
238,Holbrook/Randolph Station - Quincy Center Station,Boston,731,1.3,2.69,88238,731
Shuttle-AlewifeHarvardViaBrattle,Alewife - Harvard via Brattle Street,Boston,731,1.3,2.7,88681,731
Shuttle-AlewifeKendall,Alewife - Kendall/MIT,Boston,731,1.3,2.75,92034,731
Shuttle-AlewifeHarvardViaHolyoke,Alewife - Harvard via Holyoke Street,Boston,731,1.3,2.71,90676,731
22,Ashmont Station - Ruggles Station via Talbot Ave,Boston,731,1.3,2.75,91738,731
Shuttle-BabcockBackBay,Babcock Street - Back Bay,Boston,731,1.3,2.71,90315,731
CR-Franklin,Franklin/Foxboro Line,Boston,731,1.3,2.74,89076,731
CR-Haverhill,Haverhill Line,Boston,731,1.3,2.76,90876,731
CR-Kingston,Kingston Line,Boston,731,1.3,2.73,93996,731
Shuttle-BackBayForestHills,Forest Hills - Back Bay,Boston,731,1.3,2.71,90488,731
CR-Lowell,Lowell Line,Boston,731,1.3,2.75,90410,731
34,Dedham Square - Forest Hills Station,Boston,731,1.3,2.65,90222,731
CR-Newburyport,Newburyport/Rockport Line,Boston,731,1.3,2.65,92037,731
33,River Street & Milton Street - Mattapan Station,Boston,731,1.3,2.76,89470,731
32,Wolcott or Cleary Square - Forest Hills Station,Boston,731,1.3,2.74,89484,731
211,Quincy Center Station - Squantum,Boston,731,1.3,2.67,91165,731
D,6 Avenue Express,New York,731,1.3,2.67,90827,731
E,8 Avenue Local,New York,731,1.3,2.68,93135,731
G,Brooklyn-Queens Crosstown,New York,731,1.3,2.74,90026,731
215,Quincy Center Station - Ashmont Station via West Quincy,Boston,731,1.3,2.7,91585,731
Shuttle-BabcockStreetBackBayViaCopley,Babcock Street - Back Bay via Copley (Shuttle),Boston,731,1.3,2.67,89461,731
Green-B,Green Line B,Boston,731,1.3,2.74,92351,731
Shuttle-BabcockKenmore,Babcock Street - Kenmore,Boston,731,1.3,2.66,91193,731
Green-C,Green Line C,Boston,731,1.3,2.75,92315,731
Shuttle-BabcockBlandford,Babcock Street - Blandford Street,Boston,731,1.3,2.6,90713,731
501,Brighton Center - Federal Street & Franklin Street,Boston,731,1.29,2.76,91875,731
504,Watertown Yard - Federal Street & Franklin Street,Boston,731,1.29,2.69,90226,731
2,Hyde Park Express,Chicago,731,1.29,2.68,90459,731
Shuttle-BeverlyNewburyportLocal,Newburyport - Beverly (Local),Boston,731,1.29,2.77,91244,731
65,Brighton Center - Kenmore Station,Boston,731,1.29,2.69,91442,731
Shuttle-OakGroveRockportExpress,Rockport - Oak Grove (Express),Boston,731,1.29,2.74,90376,731
106,Lebanon Loop - Wellington Station,Boston,731,1.29,2.68,91440,731
116,Wonderland Station - Maverick Station,Boston,731,1.29,2.65,90700,731
Shuttle-BroadwayKendallOmitDTX,Kendall/MIT - Broadway via Pearl Street,Boston,731,1.29,2.67,90645,731
Shuttle-FenwayKenmore,Fenway - Kenmore,Boston,731,1.29,2.66,88944,731
Shuttle-HarvardSouthStation,Harvard - South Station,Boston,731,1.29,2.69,91880,731
CR-NewBedford,Fall River/New Bedford Line,Boston,731,1.29,2.69,91200,731
B,6 Avenue Express,New York,731,1.29,2.6,91986,731
FX,Brooklyn F Express,New York,731,1.29,2.64,93464,731
Shuttle-JFKPark,JFK/UMass - Park Street,Boston,731,1.29,2.73,91517,731
30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square,Boston,731,1.29,2.74,90549,731
Shuttle-KendallPark,Kendall/MIT - Park Street,Boston,731,1.29,2.73,90533,731
120,Orient Heights Station - Jeffries Point,Boston,731,1.29,2.67,91490,731
Green-D,Green Line D,Boston,731,1.29,2.74,91271,731
Shuttle-KenmoreStMarysNotFenway,Saint Mary's Street - Kenmore,Boston,731,1.29,2.68,90497,731
L,14 St-Canarsie Local,New York,731,1.29,2.71,91103,731
Shuttle-AirportGovernmentCenterLocal,Airport - Government Center (Local),Boston,731,1.29,2.69,91691,731
Shuttle-LynnNorthStationExpress,Lynn - North Station (Express),Boston,731,1.29,2.69,90643,731
429,"Northgate Shopping Center - Central Square, Lynn",Boston,731,1.29,2.73,90030,731
Shuttle-ManchesterGloucester,Manchester - Gloucester,Boston,731,1.29,2.62,91319,731
M,Queens Blvd Local/6 Av Local,New York,731,1.29,2.73,94059,731
Mattapan,Mattapan Trolley,Boston,731,1.29,2.7,92591,731
Q,Broadway Express,New York,731,1.29,2.69,91501,731
439,Nahant - Wonderland Station,Boston,731,1.29,2.74,91934,731
441,Marblehead - Wonderland Station via Paradise Road,Boston,731,1.29,2.77,92045,731
450,Salem Depot - Wonderland or Haymarket Station,Boston,731,1.29,2.77,91941,731
7X,Flushing Express,New York,731,1.29,2.74,92320,731
62,Bedford VA Hospital - Alewife Station,Boston,731,1.29,2.77,89451,731
